x,y,z,Cluster,Synopsis,Severity
0.5630512587901491,0.4370375591641482,0.3207260777542007,30,all please wrap up the phone interviews asap if you are having trouble getting a hold of anyone please let me know so that i may try to reach them please call me if you have any questions thank you adriannex,0.7495511008340555
0.5992545200605777,0.5152962932867007,0.34276340762760366,33,hi john we will put something together for you by this evening savita original message from 	arnold johnsent 	saturday october pmto 	puthigai savitasubject savita i||m going to need an additional report daily for the next couple weeks for the top cou,0.3337069370774632
0.5208217892246387,0.47469230166298143,0.07413646721678287,16,stockwatch enron higher after merrill lynch||s cautious upgrade to ||buy||afx news usa research alert merrill lynch upgrades enron reuters english news service upgrades downgrades changes for cvs enroncnnfn market coverage morning argentina azurix wi,0.7386278744348388
0.5966608079683234,0.5092069281184054,0.3374710246091836,33,well that was a quick vacation monday is nx for some reason i was thinking nx was friday will reschedule thanks original message from arnold johnsent monday october pmto cavazos amysubject re vacationokey dokey original message from cavazos amysent m,0.9242530651880748
0.5832703122629395,0.4832893070038976,0.3229766241880935,31,hi is there any way for you to put the same number of lots on the lot size product as you have on the standard mmbtu per day product you have lots out there now for nov and day on the standard can you offer contracts on the lots size the people that ,0.8794608781265199
0.540096415161466,0.5070971397001952,0.06218854703725993,14,dear john it||s time to stock up on great titles from movies you love at a priceyou||ll adore you||ll find terrific prices on many of your favorite dvdtitles for as low as right now at buy com from dvd gift setsand hot pre orders to new releases unde,0.3409759206914526
0.6634773801869162,0.5309301535197155,0.9985690907066636,3,continental com specials for john arnoldtuesday december   europe fare saleshopping spree in milan history lesson in rome design your own dream vacation now while exciting european destinations are on sale hurry seats are limited for this special onl,0.9124119127680403
0.5592658445931156,0.4793630203054583,0.1928677103039621,19,understoodyou guys have been more than fair with us original message from john arnold enron com mailto john arnold enron com sent friday october pmto fzerilli powermerchants comsubject re i am sorry you lost the trade but this is not a matter that sh,0.1948848893773135
0.5691155191490094,0.45475449783824057,0.17476435815770078,23,enron has been increasing security at its facilities around the world som e of the changes took effect immediately e g additional security personne l and some are phasing in while not all of the changes will be visible there are a few that will have ,0.9547327783482304
0.58329306262993,0.46705376781349633,0.328167951648627,30,new power products on ice on friday october intercontinentalexchange will launch hourly power as well as nd rd th week strips the hourly power will be offered for al l the west power hubs and for pjm in the east these new markets will have to be manu,0.4601591211710484
0.5725451848571599,0.4764599265806381,0.29390424356119493,28,john i can cover that time frame i will call you around or just drop by if its okay with you ravi thuraisingham cfadirector storage tradingenron broadband servicesp c pg ravi thuraisingham enron com original message from 	arnold johnsent 	wednesday o,0.4778961541270433
0.4993433358758837,0.4907281105791855,0.5114536560723859,12,got debt we can help using debt consolidation if you owe usd or more consolidate your debt intojust payment and let us handle the rest wouldn||t it benice to have to worry about just fee instead of half adozen we think so too you do not have to own a,0.4859699871875816
0.5396666056088528,0.5573576024469018,0.09116275794674071,11,image image image image dear jennifer arnold if you||re like many of us economic sec urity is now more important than ever quicken deluxe delivers new features designed to help you continue working t oward your financial goals in the current economy ,0.7359403732934136
0.5709650452422651,0.4833686475270679,0.19437996376889394,19,your yahoo id is nymexdeskyour password for this account has recently been changed you don||tneed to do anything this message is simply a notification to protectthe security of your account please note your new password may take a while to activate i,0.6283851569708048
0.9913829526711708,0.512868093562342,0.011842707550176204,2,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,0.393675551989024
0.005477539247947777,0.6691493988446502,0.9564196299310694,0,the report named ng propt p l published as of is now available for viewing on the website,0.6313834133875486
0.6015722482808629,0.5181364342034638,0.1319118628083423,22,the ultimate traditional internet marketing tool introducing the ||masterdisc || version now released its massive disc set with over million database records gigabytes for companies people email fax phone and mailing addresses worldwide complete disc,0.4742498676861871
0.9919615653725198,0.5123433569259142,0.011054021961888892,2,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,0.9635425706515944
0.5104554323396531,0.4400601932767121,0.43436699779725624,13,i got the negative today but if you||re in tomorrow i could probably work it original message from 	arnold johnsent 	tuesday october amto 	robins bryansubject going to the game,0.4696133527034225
0.5564745724851698,0.45708151341428416,0.17752716684555347,23,to all enron employees please join us at an all employee meeting at a m houston time tuesday october in the hyatt regency houston||s imperial ballroom we will review third quarter financial and operating highlights and action steps we||re taking base,0.2112948333390195
0.5909921145610584,0.5221022912383961,0.10999158846909618,21,image image image image market coverage and world news live yahoo fin ancevision brings you the latest from washington new york and across the globe coverage is live and interactive including news conferences with the president the pentagon and the f,0.2540672597646798
0.5249907886551985,0.5384119048996111,0.07683450887740419,11,image image image image image image image image image image image image image image image image image image image image image image image image image image reiscast november reis america||s source for real estate investing welcome to reiscast our wee,0.010530115825749
0.60517740465899,0.5271444114633906,0.34331053375679743,32,low is seen ie but contango needs to come out of curve so q has more downside from current but no lower than e seen in ngvfurther out will fax u price target slide  sent from my blackberry wireless handheld www blackberry net,0.3440220786209037
0.523575775417741,0.5392995794632512,0.07765897523454267,11,image quote com log in sign up account mgt insight center image get quote livecharts image image findsymbol imag e image image image image image image image image image image my portfolio livecharts stocks news msg board s markets funds ipo options i,0.1788862860842762
0.5406423175596675,0.46075649849846567,0.24842015394125117,18,doug arturo below is a small presentation we made on efs with the flow diagrams john drew out please call us when you are ready to discuss kind regards caroline,0.8465337362552254
0.5384381496371018,0.4540632959907935,0.16976630164340287,24,mark your calendar the enron corp savings plan is moving to a new administrator in preparation here are a few things you need to remember for all savings plan participants friday october at pm cst will be the last day to 	request a loan or a loan pay,0.5516885688499447
0.5857590406691646,0.5938483275397431,0.1475236460471222,8,october vol image image image image image image image and mp models are here choose from top brands a t prices from and regardless of resolution get free shipping with any digital camera purchase but not for long click here to learn more special offe,0.2417160783577364
0.5992938916030779,0.5190951355226069,0.12665245873644473,22,image image image image yahoo warehouse what||s in it for you visit the yahoo warehouse grand opening for deals on used overstock and clea rance goods from distributors liquidators and individual sellers buy you r favorite books music dvds and videos,0.2041799224501411
0.32335849451563986,0.00015908074670906158,0.5003767629115408,1,the report named ng price p l published as of is now available for viewing on the website,0.3390905684639204
0.9926881299460102,0.5116648555576798,0.010058162251638816,2,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,0.7044998848556392
0.4621258423887349,0.5951675985614144,0.5043786565196913,7,last call for business highlights and news for this week||s entouchnewsletter please submit your news by noon today thanks kathie grabstaldx,0.6677127465249327
0.6645120643238215,0.5319022647862257,1.0,3,image image image image image image image image hello john this year make a resolution you can keep be more spon taneous want a head start it||s not too late to escape this weekend e ven today with a site new year||s getaway or take this weekend easy,0.5432307968187439
0.5260602687229082,0.4527390686845514,0.4255412647680238,13,i assume you no longer plan to come to belize but in case you mightbe wavering i||ve made slightly different plans i||m going to san pedro ambergriscaye where there is more activity http ambergriscaye com and ifyou want to come but are hesitant becau,0.8749619264403453
0.0039656720159398084,0.670569734104526,0.958495915436195,0,the report named ng propt p l published as of is now available for viewing on the website,0.6073189902211364
0.4605622388216901,0.5966937145238445,0.5023566686509315,7,if your team would like to contribute to this week||s newsletter please submit your business highlight or news by noon wednesday october thank you kathie grabstaldx,0.638689071025717
0.5032115367217419,0.5884176186163805,0.5672740810473904,9,attached please find this weeks summary of the most recent cftc commitment of traders data for natural gas thanks mark cftc ng doc,0.9907633249074737
0.584378738234852,0.48494179823037464,0.30972762100670637,31,we are having a meeting with fred and michelle derek today will let you know if i need helpthanks for your support original message from arnold johnsent monday october pmto abramo carolinesubject re back office issuesif these problems are not being a,0.8039679659692556
0.5727017133409917,0.4430973165276383,0.3367764064612931,30,john john frankas we are approaching the november st trading track interview dates we need to finalize the reminder of the external candidate||s initial screen can you please provide me with your feedback status if we need to re assign your candidate,0.5770793955104759
0.5292338704314034,0.4950792887619725,0.06538761443882571,15,enron replaces fastow as finance chief mcmahon takes over post move fo llows concerns over partnership dealsthe wall street journal enron ousts finance chief as s e c looks at dealingsthe new york times pressured enron ousts cfothe washington post en,0.2670915960401669
0.4607500942842033,0.5964917858976198,0.5025671377451766,7,if your team would like to contribute to this week||s newsletter please submit your business highlight or news by noon wednesday october thank you kathie grabstaldx,0.3480481334109013
0.5417203955209826,0.45994575626327483,0.251598406761815,18,energy doc,0.1433565908951592
0.549835572733466,0.4610907779092482,0.16570841542423137,23,shuttlesworth just called me again regarding enron||s feelings to a pira gas storage survey i gave him your number and told him to call you directly eric,0.383256199075241
0.5211302492986918,0.44657733776451825,0.44357968185077323,13,did you go this morning if not do you want to go after work,0.1342375838495413
0.5549943727424809,0.47221641768464695,0.19833395973118667,19,i will see you there confidentiality notice the information in this email may beconfidential and or privileged confidentiality notice theinformation in this email may be confidential and or privileged this emailis intended to be reviewed by only the ,0.6951184775816467
0.5989297154759083,0.5144290733894243,0.3473495706888559,33,move request number has been submitted to the move team for processing,0.8199792853222939
0.28591598202214497,0.9993056804896778,0.26337868518083585,5,the information contained herein is based on sources that we believe to bereliable but we do not represent that it is accurate or complete nothingcontained herein should be considered as an offer to sell or a solicitationof an offer to buy any financ,0.3556112638971199
0.3235283295167411,0.0,0.5001435577779563,1,the report named ng price p l published as of is now available for viewing on the website,0.2623889134524939
0.550137243876677,0.4591124009797296,0.2867784532162484,29,john you suggested that i contact you today to see if you would have an interestin talking about our retained client||s interest in you are you ready adrian original message from 	adrian clark mailto aclark firstcallassociates com sent 	friday novemb,0.6544541685635137
